mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
4.35242772102356,1.3544529280757853,3.351849635442098,1.1835059603206908,20,log2,5,10,300,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 300}",0.4029277524575401,0.402855825736565,0.41532863506552187,0.4070374044198757,0.005862858948657209,160,0.4826019692492233,0.46629517368451245,0.4655012479794094,0.4714661303043817,0.00788089509554143
1.5573451519012451,0.5369581067632059,4.285948753356934,0.7958176255955256,20,log2,5,13,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 13, 'n_estimators': 100}",0.4023568564390394,0.4060682190837068,0.42004983261334927,0.40949163604536515,0.0076179695127683335,155,0.4790802931571486,0.46660760906707066,0.47064687697000696,0.4721115930647421,0.005196217023396478
2.777746597925822,0.1342909696222607,4.129214525222778,0.1442848034601855,20,log2,5,13,200,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 13, 'n_estimators': 200}",0.40144344801508025,0.4025802113819751,0.4175651279102556,0.40719626243577034,0.007346567731898482,159,0.4768645324762256,0.46206193549701835,0.4669600841197872,0.468628850697677,0.0061572616072851066
6.446715752283732,0.027733062463315753,1.2465797265370686,0.15509982793621163,20,log2,5,13,300,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 13, 'n_estimators': 300}",0.40039891225347735,0.3999560279147828,0.4149638499494921,0.4051062633725841,0.00697271092547191,162,0.47609804605644057,0.4591168113436337,0.4633094892342261,0.4661747822114335,0.007222557763783533
3.86533522605896,0.41404520805882883,3.07539955774943,0.4981434318156976,20,log2,5,15,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 100}",0.39828943804892203,0.4051260247849693,0.4225573599743512,0.4086576076027475,0.010217209878233258,158,0.474340520388022,0.4623091451428162,0.4699140379660727,0.46885456783230356,0.004968591704966929
5.2955857912699384,0.28006707276444914,1.6622506777445476,0.34365993285153507,20,log2,5,15,200,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 200}",0.4009620426069118,0.40547335698654396,0.41983369333278386,0.40875636430874657,0.008046465190299551,157,0.4755540429726314,0.46341512612212155,0.4665814398061273,0.46851686963362676,0.005141189359073684
5.81162150700887,0.9302036910429061,2.2854037284851074,1.6217579038676326,20,log2,5,15,300,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 300}",0.4006088010896224,0.4019274412699887,0.4159056311515683,0.4061472911703931,0.006921156087074407,161,0.47555697476409875,0.4588511650298679,0.46155486716624317,0.46532100232006995,0.007321605025163448
1.771117130915324,0.3144696203767828,5.763430992762248,0.4482750563879329,30,sqrt,3,10,100,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 100}",0.45696437013928637,0.46896369204763255,0.47537960729476936,0.46710255649389615,0.0076323045464746645,5,0.604545223253526,0.5980867282532814,0.5922427253546866,0.5982915589538313,0.005024561695621015
6.059463024139404,0.7420488737379848,3.1446824868520102,0.48176789443056905,30,sqrt,3,10,200,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 200}",0.4598042338666838,0.46705792920411104,0.47552869091982575,0.46746361799687347,0.006425889041030629,4,0.6078532836304525,0.5950857483889231,0.5912408789240107,0.5980599703144621,0.00710058657574244
7.3007214069366455,0.14319798417551882,2.481189568837484,0.008154364234098647,30,sqrt,3,10,300,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 300}",0.4596362178989427,0.4678741404624156,0.47589058315362387,0.4678003138383274,0.0066360221637144804,3,0.6069913964526454,0.5961860645958135,0.5915579681459333,0.5982451430647974,0.006466711190431641
4.063335498174031,0.8022156928919212,4.151823838551839,0.6904270776234194,30,sqrt,3,13,100,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 100}",0.45677228169186024,0.4630945873715757,0.4728859195602656,0.46425092954123387,0.006628985681511367,12,0.5892746169645158,0.5807373546639767,0.5772779185262218,0.5824299633849047,0.00504175145271711
6.622234185536702,0.34165096015557095,2.4789493878682456,0.1696622046767334,30,sqrt,3,13,200,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 200}",0.45711753638364594,0.4609548706127212,0.4743903579438127,0.4641542549800599,0.007405612124590323,13,0.5907279748344905,0.5774354640491813,0.5779936908148907,0.5820523765661876,0.006138805978647888
8.490383704503378,0.12962978602557712,1.13092041015625,0.19295542939433855,30,sqrt,3,13,300,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 300}",0.456889158418084,0.4624891147252238,0.47345794872705327,0.4642787406234537,0.006881534408224183,11,0.5907865448031686,0.5790422423486273,0.5770536400614246,0.5822941424044069,0.006059664932488049
2.416654109954834,0.48886656560917074,2.393303155899048,0.7406260733719638,30,sqrt,3,15,100,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 15, 'n_estimators': 100}",0.45480558451354514,0.4617831754203645,0.46905158588485363,0.4618801152729211,0.0058163096415219115,17,0.5850051763504036,0.5714263880180185,0.5627438710009935,0.573058478456472,0.009161121414775469
3.452606121699015,0.16600802630198278,4.202366352081299,0.27293753646805635,30,sqrt,3,15,200,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 15, 'n_estimators': 200}",0.4545133687132662,0.46093209768430077,0.47016481020129375,0.4618700921996202,0.006424006042253519,18,0.5849351738959674,0.5689954394067002,0.5647096131162791,0.5728800754729823,0.00870195860094384
21.618765274683636,0.6117885277747991,5.17041810353597,0.0888919445031716,30,sqrt,3,15,300,"{'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 15, 'n_estimators': 300}",0.45513275979017376,0.4603710697848925,0.47019128457258563,0.46189837138255063,0.006241756151558895,16,0.5834932933883592,0.5692264519832362,0.5653728962957332,0.5726975472224428,0.007794167662140919
